Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR17068411,2022-12-12 00:01:09,2021-11-29 19:10:12,9980,14980560,0,1501,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068411/SRR17068411.1,SRX13256920,D89,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179644,SAMN23486111,simple,1774142,human eye metagenome,D89,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,8FD78B1F781ACEF6DC34B43D44E36D13,67870D7BC02D767EEB35525C9CC7E3F5
SRR17068355,2022-12-12 00:01:09,2021-11-29 19:10:05,8646,12981010,0,1501,5,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068355/SRR17068355.1,SRX13256976,D96,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179701,SAMN23486161,simple,1774142,human eye metagenome,D96,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,924782B052A99C9B6ED591B932EE9A4A,DBC547A2C2350112B408E7AF47426E80
SRR17068389,2022-12-12 00:01:09,2021-11-29 19:10:20,17573,26429267,0,1503,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068389/SRR17068389.1,SRX13256942,D97,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179666,SAMN23486131,simple,1774142,human eye metagenome,D97,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,FB3E4AA01A5FF29B9B7A9DB5416806FA,4C906F028B6A67C39A839D73E83D825B
SRR17068376,2022-12-12 00:01:09,2021-11-29 19:10:48,41754,62008844,0,1485,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068376/SRR17068376.1,SRX13256955,DKR,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179679,SAMN23486143,simple,1774142,human eye metagenome,DKR,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,8FC49BE54303002757EDD91852DB419E,8ED8357F64C0D4EBDA7693988150B617
SRR17068356,2022-12-12 00:01:09,2021-11-29 19:10:06,12491,18765411,0,1502,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068356/SRR17068356.1,SRX13256975,PD11,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179699,SAMN23486160,simple,1774142,human eye metagenome,PD11,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,7FA08EB0E09990EF53959275FF3F6B74,A2A1E618FCB92D1EB53B161C18B9DD31
SRR17068407,2022-12-12 00:01:09,2021-11-29 19:10:14,7958,12308997,0,1546,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068407/SRR17068407.1,SRX13256924,PD3,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179647,SAMN23486115,simple,1774142,human eye metagenome,PD3,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,75BA55EBE06861A5911B0D5DAF192F8C,CFECD4AA2DFB5CC6B3EA259218E986BA
SRR17068404,2022-12-12 00:01:09,2021-11-29 19:10:15,7537,12074263,0,1601,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068404/SRR17068404.1,SRX13256927,PS3,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179651,SAMN23486117,simple,1774142,human eye metagenome,PS3,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,BF3272DC0B675FA25B3224D2BF9A1375,4A264903F86FA9D3DCD14C5185EBA3B6
SRR17068369,2022-12-12 00:01:09,2021-11-29 19:10:09,9504,14374015,0,1512,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068369/SRR17068369.1,SRX13256962,PS8,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179686,SAMN23486148,simple,1774142,human eye metagenome,PS8,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,D57D2FB46B7D9FD10D8D9A1062C7DEA1,3145C1782C733D8FE2C71CA293C7CCBA
SRR17068377,2022-12-12 00:01:09,2021-11-29 19:10:14,11417,16865848,0,1477,6,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068377/SRR17068377.1,SRX13256954,Q2,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179678,SAMN23486142,simple,1774142,human eye metagenome,Q2,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,C24BA8E4F7BD265DA1AD09EB4C8B35FD,5CA89CD348924ADC49D29F57E4C115CE
SRR17068373,2022-12-12 00:01:09,2021-11-29 19:10:43,47683,70404034,0,1476,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068373/SRR17068373.1,SRX13256958,S103,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179681,SAMN23486047,simple,1774142,human eye metagenome,S103,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,A6FC9A7F652F3D568093CDDE76943F49,41D0733F9F0BD7249DF12807019764B1
SRR17068382,2022-12-12 00:01:09,2021-11-29 19:09:57,3617,5441573,0,1504,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068382/SRR17068382.1,SRX13256949,S104,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179674,SAMN23486137,simple,1774142,human eye metagenome,S104,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,CDF9B5BC99EA14C5DEF007141C8C35B8,49525FF3F7CC9F23E98CC549B80ADF7D
SRR17068395,2022-12-12 00:01:09,2021-11-29 19:10:15,14178,21263793,0,1499,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068395/SRR17068395.1,SRX13256936,S114,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179661,SAMN23486054,simple,1774142,human eye metagenome,S114,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,0BFC1D16C6D2FEE11EDA2041C50F7276,FCAF706A70497357AF9B15195EE9D0E1
SRR17068374,2022-12-12 00:01:09,2021-11-29 19:10:18,14573,21878377,0,1501,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068374/SRR17068374.1,SRX13256957,S117,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179682,SAMN23486046,simple,1774142,human eye metagenome,S117,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,8B510A8912434740C7FC80A993234093,96FF1430866D312CF571DBBE0507EB99
SRR17068370,2022-12-12 00:01:09,2021-11-29 19:09:58,7048,10567814,0,1499,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068370/SRR17068370.1,SRX13256961,S122,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179685,SAMN23486147,simple,1774142,human eye metagenome,S122,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,B3C2F44BF4C0BA0E5D74309E88985546,6C4050D064A3762699C6019B1BF3230E
SRR17068410,2022-12-12 00:01:09,2021-11-29 19:10:06,4811,7153530,0,1486,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068410/SRR17068410.1,SRX13256921,S123,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179646,SAMN23486112,simple,1774142,human eye metagenome,S123,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,2D9C63B5E1BFA609CAEE7A79B533B01D,3DAFB84CBD6029AAEA984D23AF6DBE17
SRR17068359,2022-12-12 00:01:09,2021-11-29 19:10:07,7706,11499021,0,1492,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068359/SRR17068359.1,SRX13256972,S134,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179696,SAMN23486157,simple,1774142,human eye metagenome,S134,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,DFD153B2BCD5E857F661CAB48714A4C7,BDA11108401A1271A3FBAE424F2243EB
SRR17068391,2022-12-12 00:01:09,2021-11-29 19:10:14,14015,20940738,0,1494,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068391/SRR17068391.1,SRX13256940,S140,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179664,SAMN23486129,simple,1774142,human eye metagenome,S140,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,26F765B6B8F5BDF7CF62EE3627DC8665,D503B3FC6DAED2EF1FDA062897F8F979
SRR17068387,2022-12-12 00:01:09,2021-11-29 19:10:03,3663,5506595,0,1503,2,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068387/SRR17068387.1,SRX13256944,S18,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179667,SAMN23486133,simple,1774142,human eye metagenome,S18,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,FFF87E8A6015152430D908AFBFC319EC,99215A6418A36E9D11FE9CAF1DEF9C19
SRR17068394,2022-12-12 00:01:09,2021-11-29 19:10:25,12667,18880777,0,1490,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068394/SRR17068394.1,SRX13256937,S39,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179660,SAMN23486126,simple,1774142,human eye metagenome,S39,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,44835B4E9A76CBD401CE460678C10572,F0C7E6AE25E11BC02395E5A9DD493B7D
SRR17068403,2022-12-12 00:01:09,2021-11-29 19:10:13,7302,10793270,0,1478,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-run-30/SRR017/17068/SRR17068403/SRR17068403.1,SRX13256928,S46,AMPLICON,PCR,METAGENOMIC,SINGLE,0,0,PACBIO_SMRT,Sequel,SRP348487,PRJNA741708,,741708,SRS11179652,SAMN23486118,simple,1774142,human eye metagenome,S46,,,,,,,no,,,,,CHINA CDC,SRA1336454,,public,DF86BEFDA1844913500329CCA0695D9B,59802BB28FF2FAE48C1B1DA053954858
